Species,estuary,marine,freshwater,m_dtco,sal,fw_status,isMarine,isFreshwater,rf_pred,h2o_pred,FB_HT,Final_HT,verification,source,n,new_mht,title.x,tag,Corush_Diad,span_dtco,rf_pred_diad,h2o_pred_diad,Orig_Diad,Orig_Diad1,Final_Diad,Diad_verification,Diad_source
Acanthurus thompsoni,0.10332588178831392,1.1044944148397935,0.36536989794102576,3.289917276986275,3.312741961100292,0,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,329.7205243759719,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acanthurus triostegus,0.0763975728864543,0.8428057632549645,0.5506555979156834,1.0290827208514428,2.970786005607413,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1091.5755215271197,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acanthurus xanthopterus,0.15430627699842714,0.8565037361903314,0.5258688407589912,0.8764099880741594,2.948503389951511,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,565.8371325729825,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acantopsis dialuzona,0.12632386314228175,0.12632386314228175,1.4444724636526147,-43.94310550610917,-1.5546296759391052,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,180.53374624665622,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acarichthys heckelii,0.13878802232775755,0.09797989116714942,1.501569600658946,-313.7756582353818,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,730.1169174312834,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acaronia nassa,0.12378205555991992,0.11065722117389563,1.4750134291505572,-154.3085675147748,-1.0385083645984052,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,838.6762425732595,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acaronia vultuosa,0,0,1.5707963267948966,-33.42909740006426,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,358.12236798244726,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acentrogobius audax,0,0.5796397403637042,0.7853981633974484,-0.10892444608914796,2.5745188084776873,0,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,NA,NA,NA,NA,NA,182.67870900629788,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acentrogobius chlorostigmatoides,0,1.5707963267948966,0,3.555535719039675,3.5553480614894135,1,0,1,Fresh,Fresh,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,NA,21.217145766300817,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acentrogobius janthinopterus,0.23147736397017837,0.4603499555505745,0.8249129675618166,-0.2633912994562866,1.5040773967762742,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,NA,42.12366949537994,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Acentrogobius pflaumii,0.4969324907792199,0.724642705052608,0.724642705052608,-0.4150426226445271,2.0725686623920736,1,1,0,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,57.82012093658539,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Acentrogobius viridipunctatus,0.3875966866551806,0.5737794960262121,0.8211428883402087,-0.35774123323539964,1.7690680580259843,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,2,Euryhaline,no def diad rec,NA,Nondiadromous,343.80453796233377,Euryhaline,Euryhaline-Diadromous,Nondiadromous,Euryhaline,Nondiadromous,NDDR,NA
Acentronichthys leptos,0.13284361573886527,0,1.437952711056031,-12.59503269778187,-1.3862943611198906,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,83.70693284388044,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestridium martini,0,0,1.5707963267948966,-121.0966408878092,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,499.0016227784552,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrocephalus sardina,0,0,1.5707963267948966,-66.31465838618841,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,643.432555057846,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus abbreviatus,0,0,1.5707963267948966,-102.6685755961971,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,274.659613830992,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus altus,0.1867794610815936,0.1867794610815936,1.5707963267948966,-204.64381209494871,0.08961215868968714,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,528.0131104761509,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus britskii,0,0,1.5707963267948966,-444.54002539854343,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,109.57967569675861,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus falcatus,0.08411596364014919,0.08411596364014919,1.5222701592160457,-109.63537422849024,-1.6326947745983662,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1037.0308937791467,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus falcirostris,0.1629414786105194,0.14095415622550966,1.4895964147102732,-126.61952433050732,-0.955511445027436,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,938.0146632845223,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus grandoculis,0,0,1.5707963267948966,-73.56765809420284,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,714.0262525363249,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus heterolepis,0,0,1.5707963267948966,-93.72461914851432,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,758.274035632448,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus lacustris,0,0.08682002665142123,1.4839763001434756,-303.16133495593033,-1.3934118288887545,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,2294.377796919905,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus microlepis,0.0703598119962153,0.05743272640032634,1.5133636003945694,-101.86321135523863,-2.242345012616693,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,855.1937171792007,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus minimus,0,0,1.5707963267948966,-72.04080173972172,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,675.6328127160422,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus nasutus,0,0,1.5707963267948966,-192.73823089438375,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,565.3551436226002,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acestrorhynchus pantaneiro,0,0,1.5707963267948966,-112.6523515073884,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,689.9472524950066,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus barbatulus,0,0,1.5707963267948966,-135.85357480120857,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,219.40699843459063,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus cyanostigma,0,0,1.5707963267948966,-36.48756492967542,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,48.37517276437619,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus gracilis,0,0,1.5707963267948966,-393.78684179723587,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,500.31919308471936,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus imberbis,0.6154797086703873,0.9553166181245092,0.6154797086703873,-20.755388991270696,1.6094379124341005,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,194.71467769509724,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus longipinnis,0,0,1.5707963267948966,-7.850092584316152,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,36.95341429065447,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus macropterus,0.1253278311680654,0.17771060084511175,1.3930857259497849,-44.68249361309535,-1.7227665977411044,1,0,1,Fresh,Euryhaline,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,NA,676.2670235250554,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus majusculus,0,0,1.5707963267948966,-24.609652675326277,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,24.577769497644343,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus tonkinensis,0,0,1.5707963267948966,-35.159543392191154,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,105.37503885333712,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acheilognathus yamatsutae,0,0,1.5707963267948966,-68.50303007943525,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,96.4888700038186,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Achiropsetta tricholepis,0,1.5707963267948966,0,99.5559098956013,3.494723439672979,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,1050.045264370824,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Achirus declivis,0,0.975671759242358,0.5951245675525384,1.746042172123358,2.922825502745903,1,1,0,Marine,Marine,Euryhaline,Marine,NDFER,,3,Marine,no def diad,NA,Diadromous,194.97793889832346,Marine,Marine,Nondiadromous,Marine,Nondiadromous,NDDR,NA
Achirus lineatus,0.516574701273162,0.6387151412090095,0.7829748905828001,-0.29093458918905685,2.1913594578838227,1,1,0,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,4,Euryhaline,Managing freshwater inflow to estuaries in northeastern Puerto Rico: ecological and institutional considerations,"@phdthesis{smith2008managing,",Diadromous,266.19713011470014,Euryhaline,Euryhaline,Diadromous,Euryhaline-Diadromous,Nondiadromous,see source,smith2008managing
Achoerodus viridis,0.31567712724199537,0.6699163530405422,0.8155368928794358,-0.44344150074087973,1.7429693050586232,1,1,0,Euryhaline,Euryhaline,Marine,Marine,NDFER,,NA,NA,NA,NA,Nondiadromous,39.37329564425911,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Achondrostoma arcasii,0,0,1.5707963267948966,-52.85917140042455,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,141.47371496467895,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Achondrostoma occidentale,0,0,1.5707963267948966,-10.864736128484354,0,0,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,0,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Achondrostoma oligolepis,0,0,1.5707963267948966,-30.861822962988388,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,54.60992039461364,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acinocheirodon melanogramma,0,0,1.5707963267948966,-131.2211288149874,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,427.22080014164305,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acipenser brevirostrum,0.1993472077006016,0.24497866312686417,1.286943866250822,-29.194140907263936,0.287682072451781,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,5,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,414.50431233034203,Euryhaline-Diadromous,Euryhaline-Diadromous,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser dabryanus,0,0,1.5707963267948966,-691.8963617229451,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,207.79151292296243,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acipenser fulvescens,0.1103200154440782,0.1103200154440782,1.29773568009651,-46.13455612299456,-0.7178397931503169,1,0,1,Fresh,Euryhaline,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,Nondiadromous,1021.7106599527953,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acipenser gueldenstaedtii,0.2705497629785729,0.3875966866551806,1.3002465638163236,-18.42387633887701,0.7221347174331975,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,6,Euryhaline-Diadromous,Migration and habitats of diadromous Danube River sturgeons in Romania: 1998–2000.,"@article{kynard2002migration,",Diadromous,145.6967057108234,Euryhaline,Euryhaline-Diadromous,Diadromous,Euryhaline-Diadromous,Diadromous,see source,kynard2002migration
Acipenser medirostris,0.3918310243988988,0.6154797086703873,0.7853981633974484,-0.00512357089366414,2.0760574436955954,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,7,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,204.4535904716431,Euryhaline,Euryhaline-Diadromous,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser naccarii,0,0.9553166181245092,0.6154797086703873,-0.5356267548487382,2.169053700369523,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,61.54318919621405,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Acipenser oxyrinchus,0.5951245675525384,0.6375382160939975,0.7539488592645951,-0.22368003060428,2.105287082010534,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,NA,237.41726948603136,Euryhaline,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Acipenser persicus,0,0.7853981633974484,0.7853981633974484,-2.9808374116594423,0,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,8,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,44.799160103114545,Euryhaline-Diadromous,Euryhaline,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser sinensis,0.5235987755982988,1.0471975511965976,0.5235987755982988,1.400544782466897,2.0149030205422647,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,10,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,21.008970340096205,Euryhaline,Euryhaline,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser stellatus,0.3875966866551806,0.4812753739423435,0.9302740141154722,-1.30060260808089,1.5353299402803786,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,11,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,107.65292609827196,Euryhaline,Euryhaline-Diadromous,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser sturio,0.4636476090008061,0.8187562376025609,0.684719203002283,-1.1011695807305668,1.8607523407150064,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,12,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,291.3341520074121,Euryhaline,Euryhaline,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acipenser transmontanus,0.4798470854892295,0.4798470854892295,0.8594389550009471,-0.471219588263581,1.571697584451253,1,1,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,13,Euryhaline-Diadromous,Different kinds of diadromy: different kinds of conservation problems,"@article{mcdowall1999different,",Diadromous,931.3425751814309,Euryhaline,Euryhaline-Diadromous,Diadromous,Euryhaline-Diadromous,Diadromous,see source,mcdowall1999different
Acreichthys tomentosus,0.0899237936488343,0.9841385644723644,0.4347809811059139,1.2973744753111414,2.995732273553991,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,211.61759723268167,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acrocheilus alutaceus,0,0.06762526977796621,1.5031710570169294,-323.1821526604368,-1.9084837435361957,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,743.3825393088232,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acrochordonichthys rugosus,0,0,1.5707963267948966,-76.0511496169775,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,192.1879185409727,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acropoma hanedai,0,1.0895209528525531,0.4812753739423435,0.6414855174401511,2.728669488304946,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,199.935769325853,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acropoma japonicum,0,1.2741102551038768,0.28103490150281363,17.038953527199855,3.348427345682091,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,331.16312064185706,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Acrossocheilus fasciatus,0,0,1.5707963267948966,-125.98806431671132,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,690.9687397778279,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acrossocheilus hemispinus,0,0,1.5707963267948966,-8.832075326439147,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,180.16409071899088,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acrossocheilus iridescens,0,0,1.5707963267948966,-28.981643877835022,0,1,0,1,Fresh,Fresh,Euryhaline,Fresh,NDMER,,NA,NA,NA,NA,NA,31.166912382352834,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acrossocheilus paradoxus,0,0,1.5707963267948966,-30.619428239040552,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,184.0895072057537,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Acrossocheilus parallens,0,0,1.5707963267948966,-18.72335051626805,1.6094379124341005,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,183.39355781985182,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Adelosebastes latens,0,1.5707963267948966,0,27.41754283542122,3.5553480614894135,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,NA,51.74202382486568,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Adontosternarchus clarkae,0.07588260755476195,0.17033841486145396,1.4633786181033577,-429.32521186201006,-0.2345073099645234,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,908.8097293012714,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aeoliscus strigatus,0.13957440266307283,0.7950761870634889,0.5831540226509596,0.982498975877352,2.785011242238338,1,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,353.7243084886972,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Aequidens chimantanus,0,0,1.5707963267948966,-181.4834203237648,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,364.86001295938013,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens diadema,0,0,1.5707963267948966,-50.44513140968425,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,489.2741324188434,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens metae,0,0,1.5707963267948966,-332.9044939587945,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,400.84489253776195,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens patricki,0,0,1.5707963267948966,-75.75436914704554,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,225.06696116135,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens potaroensis,0,0,1.5707963267948966,-54.04452379034052,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,313.59452661360376,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens tetramerus,0.09991710316799084,0.08153661175311443,1.5300619145609922,-97.49813530727234,-1.640613529902546,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,860.1488368111693,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aequidens tubicen,0,0,1.5707963267948966,-397.3777792462699,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,42.33764910880919,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Aetapcus maculatus,0.528168925616855,0.8092166947096499,0.6154797086703873,0.057983221100636,2.2232483507575247,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,52.628747963282954,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Aethaloperca rogaa,0,1.024091424415769,0.4144577323225835,4.673556077260524,3.218875824868201,0,1,0,Marine,Marine,Marine,Marine,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,316.1011483471524,Marine,Marine,Nondiadromous,Marine,Nondiadromous,AGREEMENT,NA
Afurcagobius tamarensis,0.4644433128222904,0.3697144655242952,1.0164654996309843,-2.6197873918291164,1.2210142701807878,1,0,1,Euryhaline,Euryhaline,Euryhaline,Euryhaline,AGREEMENT,,NA,NA,NA,NA,NA,159.06855925627778,Fresh,Euryhaline,Nondiadromous,Euryhaline,Nondiadromous,AGREEMENT,NA
Agamyxis albomaculatus,0,0,1.5707963267948966,-89.88585533599905,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,365.97124729954834,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Agamyxis pectinifrons,0,0,1.5707963267948966,-107.49551276233844,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,612.0612482354271,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Ageneiosus inermis,0.13650631116230516,0.06809399248972603,1.474422164327604,-106.1023225433756,-2.0104486701928885,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,1003.1530743167632,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Ageneiosus ucayalensis,0.3311774158354141,0.2416539482027546,1.4074931230403425,-81.0060063357158,-0.04773140282118945,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,Nondiadromous,1123.6477400633446,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
Agoniates anchovia,0,0,1.5707963267948966,-119.57510578374664,0,1,0,1,Fresh,Fresh,Fresh,Fresh,AGREEMENT,,NA,NA,NA,NA,NA,773.9870517243592,Fresh,Fresh,Nondiadromous,Fresh,Nondiadromous,AGREEMENT,NA
